palavra,categoria gramatical,fonética
ter·ror,nome masculino,tɨ.ʀˈoɾ
ter·ro·rar,verbo,tɨ.ʀu.ɾˈaɾ
ter·ro·rí·fi·co,adjetivo,tɨ.ʀu.ɾˈi.fi.ku
ter·ro·ris·mo,nome masculino,tɨ.ʀu.ɾˈiʒ.mu
ter·ro·ris·ta,adjetivo,tɨ.ʀu.ɾˈiʃ.tɐ
ter·ro·ris·ta,nome masculino,tɨ.ʀu.ɾˈiʃ.tɐ
ter·ro·ris·ta,nome feminino,tɨ.ʀu.ɾˈiʃ.tɐ
ter·ro·so,adjetivo,tɨ.ʀˈo.zu
ter·ru·nho,nome masculino,tɨ.ʀˈu.ɲu
ter·so,adjetivo,tˈeɾ.su
ter·tú·li·a,nome feminino,tɨɾ.tˈu.ljɐ
te·sa,nome feminino,tˈe.zɐ
te·sa·men·te,advérbio,tɨ.zɐ.mˈẽ.tɨ
te·são,nome masculino,tɨ.zˈɐ̃w
te·sar,verbo,tɨ.zˈaɾ
te·sau·ro,nome masculino,tɨ.zˈaw.ɾu
te·se,nome feminino,tˈɛ.zɨ
ta·lher,nome masculino,tɐ.ʎˈɛɾ
ta·lhi·nha,nome feminino,tɐ.ʎˈi.ɲɐ
ta·lho,nome masculino,tˈɐ.ʎu
ta·li·ão,nome masculino,tɐ.ljˈɐ̃w
ta·li·bã,nome masculino,tɐ.li.bˈɐ̃
ta·li·ban,nome masculino,
ta·li·do·mi·da,nome feminino,tɐ.li.du.mˈi.dɐ
tá·li·o,nome masculino,tˈa.lju
ta·lis·ca,nome feminino,tɐ.lˈiʃ.kɐ
ta·lis·mã,nome masculino,tɐ.liʒ.mˈɐ̃
talk-show,nome masculino,
tal·mú·di·co,adjetivo,taɫ.mˈu.di.ku
tal·mu·dis·mo,nome masculino,taɫ.mu.dˈiʒ.mu
ta·lo,nome masculino,tˈa.lu
ta·lu·da,nome feminino,tɐ.lˈu.dɐ
ta·lu·dar,verbo,tɐ.lu.dˈaɾ
ta·lu·de,nome masculino,tɐ.lˈu.dɨ
ta·lu·do,adjetivo,tɐ.lˈu.du
tal·vez,advérbio,taɫ.vˈeʃ
ta·man·ca,nome feminino,tɐ.mˈɐ̃.kɐ
te·les·sis·mo,nome masculino,tɛ.lɛpbɨ.sˈiʒ.mu
te·les·sis·mo·grá·fi·co,adjetivo,tɛ.lɛpbɨ.siʒ.mu.gɾˈa.fi.ku
te·les·sis·mó·gra·fo,nome masculino,tɛ.lɛpbɨ.siʒ.mˈɔ.gɾɐ.fu
te·les·son·da,nome feminino,tɛ.lɛpbɨ.sˈõ.dɐ
te·le·tex·to,nome masculino,tɛ.lɛ.tˈɐʃ.tu
te·le·tí·pi·co,adjetivo,tɛ.lɛpbɨ.tˈi.pi.ku
te·le·tra·ba·lha·dor,nome masculino,tɛ.lɛ.tɾɐ.bɐ.ʎɐ.dˈoɾ
te·le·tra·ba·lha·dor,adjetivo,tɛ.lɛ.tɾɐ.bɐ.ʎɐ.dˈoɾ
te·le·tra·ba·lha·do·ra,nome feminino,tɛ.lɛpbɨ.tɾɐ.bɐ.ʎɐ.dˈo.ɾɐ
te·le·tra·ba·lhar,verbo,tɛ.lɛ.tɾɐ.bɐ.ʎˈaɾ
te·le·tra·ba·lho,nome masculino,tɛ.lɛ.tɾɐ.bˈɐ.ʎu
te·le·trans·mis·são,nome feminino,tɛ.lɛpbɨ.tɾɐ̃ʒ.mi.sˈɐ̃w
te·le·ven·da,nome feminino,tɛ.lɛ.vˈẽ.dɐ
te·le·vi·sa·do,adjetivo,tɛ.lɛpbɨ.vi.zˈa.du
te·le·vi·são,nome feminino,tɨ.lɨ.vi.zˈɐ̃w
te·le·vi·sar,verbo,tɨ.lɨ.vi.zˈaɾ
te·le·vi·si·o·na·do,adjetivo,tɨ.lɨ.vi.zju.nˈa.du
te·le·vi·si·o·na·men·to,nome masculino,tɨ.lɨ.vi.zju.nɐ.mˈẽ.tu
te·le·vi·si·o·nar,verbo,tɨ.lɨ.vi.zju.nˈaɾ
te·le·vi·si·va·men·te,advérbio,tɨ.lɨ.vi.zi.vɐ.mˈẽ.tɨ
tec·no·lo·gi·ca·men·te,advérbio,tɛk.nu.lɔ.ʒi.kɐ.mˈẽ.tɨ
tec·no·ló·gi·co,adjetivo,tɛk.nu.lˈɔ.ʒi.ku
tec·nó·lo·go,nome masculino,tɛk.nˈɔ.lu.gu
tec·to,nome masculino,tˈɛk.tu
tec·tó·ni·ca,nome feminino,tɛk.tˈɔ.ni.kɐ
tec·tó·ni·co,adjetivo,tɛk.tˈɔ.ni.ku
te·des·ca,nome feminino,tɨ.dˈɐʃ.kɐ
te·des·co,adjetivo,tɨ.dˈɐʃ.ku
te·des·co,nome masculino,tɨ.dˈɐʃ.ku
té·di·o,nome masculino,tˈɛ.dju
te·di·o·sa·men·te,advérbio,tɨ.djɔ.zɐ.mˈẽ.tɨ
te·di·o·so,adjetivo,tɨ.djˈo.zu
tee·na·ger,nome masculino,ou
te·flon,nome masculino,
te·gu·men·to,nome masculino,tɨ.gu.mˈẽ.tu
tei·a,nome feminino,tˈɐj.ɐ
tei·ma,nome feminino,tˈɐj.mɐ
tei·mar,verbo,tɐj.mˈaɾ
tei·mo·sa,nome feminino,tɐj.mˈɔ.zɐ
tei·mo·sa·men·te,advérbio,tɐj.mɔ.zɐ.mˈẽ.tɨ
u,advérbio,ˈu
ú·be·re,adjetivo,ˈu.bɨ.ɾɨ
ú·be·re,nome masculino,ˈu.bɨ.ɾɨ
u·bér·ri·mo,adjetivo,u.bˈɛ.ʀi.mu
u·bi,nome masculino,u.bˈi
u·bi·qua·men·te,advérbio,u.bi.kwa.mˈẽ.tɨ
u·bi·qui·da·de,nome feminino,u.bi.kwi.dˈa.dɨ
u·bí·quo,adjetivo,u.bˈi.kwu
u·cha,nome feminino,ˈu.ʃɐ
u·cra·ni·a·na,nome feminino,u.kɾɐ.njˈɐ.nɐ
u·cra·ni·a·no,adjetivo,u.kɾɐ.njˈɐ.nu
u·cra·ni·a·no,nome masculino,u.kɾɐ.njˈɐ.nu
u·cro·ni·a,nome feminino,u.kɾu.nˈi.ɐ
u·do,adjetivo,ˈu.du
u·du,nome masculino,u.dˈu
u·é,interjeição,u.ˈɛ
u·ê,interjeição,u.ˈe
uf,interjeição,ˈuf
u·fa,interjeição,ˈu.fɐ
u·fa,nome feminino,ˈu.fɐ
ur·ba·na·men·te,advérbio,uɾ.ba.na.mˈẽ.tɨ
ur·ba·ni·da·de,nome feminino,uɾ.bɐ.ni.dˈa.dɨ
ur·ba·nis·mo,nome masculino,uɾ.bɐ.nˈiʒ.mu
ur·ba·nis·ta,adjetivo,uɾ.bɐ.nˈiʃ.tɐ
ur·ba·nis·ta,nome masculino,uɾ.bɐ.nˈiʃ.tɐ
ur·ba·nis·ta,nome feminino,uɾ.bɐ.nˈiʃ.tɐ
ur·ba·nis·ti·ca·men·te,advérbio,uɾ.ba.niʃ.ti.kɐ.mˈẽ.tɨ
ur·ba·nís·ti·co,adjetivo,uɾ.bɐ.nˈiʃ.ti.ku
ur·ba·ni·ta,adjetivo,uɾ.bɐ.nˈi.tɐ
ur·ba·ni·ta,nome masculino,uɾ.bɐ.nˈi.tɐ ou uɾ.bɐ.nˈi.tɐ
ur·ba·ni·za·ção,nome feminino,uɾ.bɐ.ni.zɐ.sˈɐ̃w
ur·ba·ni·za·do,adjetivo,uɾ.bɐ.ni.zˈa.du
ur·ba·ni·za·dor,adjetivo,uɾ.bɐ.ni.zɐ.dˈoɾ
ur·ba·ni·zar,verbo,uɾ.bɐ.ni.zˈaɾ
ur·ba·no,nome masculino,uɾ.bˈɐ.nu
ur·ba·no,adjetivo,uɾ.bˈɐ.nu
ur·be,nome feminino,ˈuɾ.bɨ
ur·ca,nome feminino,ˈuɾ.kɐ
ur·ca,adjetivo,ˈuɾ.kɐ
ur·di·do,adjetivo,uɾ.dˈi.du
u·ni·ver·so,nome masculino,u.ni.vˈɛɾ.su
u·ni·vo·ca·men·te,advérbio,u.ni.vu.kɐ.mˈẽ.tɨ
u·ni·vo·ci·da·de,nome feminino,u.ni.vu.si.dˈa.dɨ
u·ní·vo·co,adjetivo,u.nˈi.vu.ku
u·no,adjetivo,ˈu.nu ou ˈu.nu
un·tar,verbo,ũ.tˈaɾ
un·to,nome masculino,ˈũ.tu
un·tu·o·sa·men·te,advérbio,ũ.tu.ɔ.zɐ.mˈẽ.tɨ
un·tu·o·si·da·de,nome feminino,ũ.twu.zi.dˈa.dɨ
un·tu·o·so,adjetivo,ũ.twˈo.zu
u·pa,interjeição,ˈu.pɐ
u·pa,nome feminino,ˈu.pɐ
u·par,verbo,u.pˈaɾ
up·gra·de,nome masculino,
u·ra,nome feminino,ˈu.ɾɐ
u·ra·ci·lo,nome masculino,u.ɾɐ.sˈi.lu
u·ra·li·ta,nome feminino,u.ɾɐ.lˈi.tɐ
u·râ·ni·co,adjetivo,u.ɾˈɐ.ni.ku
u·râ·ni·o,nome masculino,u.ɾˈɐ.nju
ur·ba·na,nome feminino,uɾ.bˈɐ.nɐ
u·sur·pa·dor,adjetivo,u.zuɾ.pɐ.dˈoɾ
u·sur·pa·dor,nome masculino,u.zuɾ.pɐ.dˈoɾ
u·sur·pa·do·ra,nome feminino,u.zuɾ.pɐ.dˈo.ɾɐ
u·sur·par,verbo,u.zuɾ.pˈaɾ
ut,nome masculino,ˈut
u·ta,nome feminino,ˈu.tɐ
u·ten·si·la·gem,nome feminino,u.tẽ.si.lˈa.ʒɐ̃j
u·ten·sí·li·o,nome masculino,u.tẽ.sˈi.lju
u·ten·te,adjetivo,u.tˈẽ.tɨ
u·ten·te,nome masculino,u.tˈẽ.tɨ ou u.tˈẽ.tɨ
u·te·ri·no,adjetivo,u.tɨ.ɾˈi.nu
ú·te·ro,nome masculino,ˈu.tɨ.ɾu
ú·til,nome masculino,ˈu.tiɫ
ú·til,adjetivo,ˈu.tiɫ
u·ti·li·da·de,nome feminino,u.ti.li.dˈa.dɨ
u·ti·li·tá·ri·a,nome feminino,u.ti.li.tˈa.ɾjɐ
u·ti·li·ta·ri·a·men·te,advérbio,u.ti.li.tɐ.ɾja.mˈẽ.tɨ
u·ti·li·tá·ri·o,nome masculino,u.ti.li.tˈa.ɾju
u·ti·li·tá·ri·o,adjetivo,u.ti.li.tˈa.ɾju
u·ti·li·ta·ris·mo,nome masculino,u.ti.li.tɐ.ɾˈiʒ.mu
u·su·al,nome masculino,u.zwˈaɫ
u·su·al·men·te,advérbio,u.zwaɫ.mˈẽ.tɨ
u·su·á·ri·o,nome masculino,u.zwˈa.ɾju
u·su·á·ri·o,adjetivo,u.zwˈa.ɾju
u·su·ca·pi·ão,nome feminino,u.zu.kɐ.pjˈɐ̃w
u·su·fru·i·ção,nome feminino,u.zu.fɾwi.sˈɐ̃w
u·su·fru·i·dor,adjetivo,u.zu.fɾwi.dˈoɾ
u·su·fru·i·dor,nome masculino,u.zu.fɾwi.dˈoɾ
u·su·fru·ir,verbo,u.zu.fɾwˈiɾ
u·su·fru·to,nome masculino,u.zu.fɾˈu.tu
u·su·fru·tu·á·ri·a,nome feminino,u.zu.fɾu.twˈa.ɾjɐ
u·su·fru·tu·á·ri·o,adjetivo,u.zu.fɾu.twˈa.ɾju
u·su·fru·tu·á·ri·o,nome masculino,u.zu.fɾu.twˈa.ɾju
u·su·ra,nome feminino,u.zˈu.ɾɐ
u·su·rar,verbo,u.zu.ɾˈaɾ
u·su·rá·ri·a,nome feminino,u.zu.ɾˈa.ɾjɐ
u·su·ra·ri·a·men·te,advérbio,u.zu.ɾɐ.ɾja.mˈẽ.tɨ
u·su·rá·ri·o,adjetivo,u.zu.ɾˈa.ɾju
u·su·rá·ri·o,nome masculino,u.zu.ɾˈa.ɾju
u·sur·pa·ção,nome feminino,u.zuɾ.pɐ.sˈɐ̃w
ul·tras·se·cu·lar,adjetivo,uɫ.tɾa.sɨ.ku.lˈaɾ
ul·tras·sen·sí·vel,adjetivo,uɫ.tɾɐ.sẽ.sˈi.vɛɫ
ul·tras·so·fis·ti·ca·do,adjetivo,uɫ.tɾa.su.fiʃ.ti.kˈa.du
ul·tras·so·lar,adjetivo,uɫ.tɾa.su.lˈaɾ
ul·tras·som,nome masculino,uɫ.tɾɐ.sˈõ
ul·tras·só·ni·co,adjetivo,uɫ.tɾɐ.sˈɔ.ni.ku
ul·tras·so·no·ro,adjetivo,uɫ.tɾa.su.nˈɔ.ɾu
ul·tra·ter·re·no,adjetivo,uɫ.tɾa.tɨ.ʀˈe.nu
ul·tra·ter·res·tre,adjetivo,uɫ.tɾa.tɨ.ʀˈɛʃ.tɾɨ
ul·tra·tu·mu·lar,adjetivo,uɫ.tɾa.tu.mu.lˈaɾ
ul·tra·ve·loz,adjetivo,uɫ.tɾa.vɨ.lˈɔʃ
ul·tra·ver·me·lho,adjetivo,uɫ.tɾa.vɨɾ.mˈɐ.ʎu
ul·tra·vi·o·le·ta,adjetivo,uɫ.tɾɐ.vju.lˈe.tɐ
ul·tra·vi·o·le·ta,nome masculino,uɫ.tɾɐ.vju.lˈe.tɐ
ul·tra·ví·rus,nome masculino,uɫ.tɾa.vˈi.ɾuʃ
ul·tra·zo·di·a·cal,adjetivo,uɫ.tɾa.zu.djɐ.kˈaɫ
u·lu·lan·te,adjetivo,u.lu.lˈɐ̃.tɨ
u·lu·lar,verbo,u.lu.lˈaɾ
um,artigo,ˈũ
um,nome masculino,ˈũ
ul·tra·mon·ta·no,nome masculino,uɫ.tɾɐ.mõ.tˈɐ.nu
ul·tra·mun·da·no,adjetivo,uɫ.tɾa.mũ.dˈɐ.nu
ul·tra·na·ci·o·na·lis·ta,adjetivo,uɫ.tɾa.nɐ.sju.na.lˈiʃ.tɐ
ul·tra·na·ci·o·na·lis·ta,nome masculino,uɫ.tɾa.nɐ.sju.na.lˈiʃ.tɐ
ul·tra·na·ci·o·na·lis·ta,nome feminino,uɫ.tɾa.nɐ.sju.na.lˈiʃ.tɐ
ul·tra·na·tu·ral,adjetivo,uɫ.tɾa.nɐ.tu.ɾˈaɫ
ul·tra·o·ce·â·ni·co,adjetivo,uɫ.tɾa.ɔ.sjˈɐ.ni.ku
ul·tra·or·to·do·xo,adjetivo,uɫ.tɾɐ.ɔɾ.tɔ.dˈɔk.su
ul·tra·pa·ra·do·xal,adjetivo,uɫ.tɾa.pɐ.ɾɐ.dɔk.sˈaɫ
ul·tra·pas·sa·do,adjetivo,uɫ.tɾɐ.pɐ.sˈa.du
ul·tra·pas·sa·gem,nome feminino,uɫ.tɾɐ.pɐ.sˈa.ʒɐ̃j
ul·tra·pas·san·te,adjetivo,uɫ.tɾa.pɐ.sˈɐ̃.tɨ
ul·tra·pas·sar,verbo,uɫ.tɾɐ.pɐ.sˈaɾ
ul·tra·pas·sá·vel,adjetivo,uɫ.tɾɐ.pɐ.sˈa.vɛɫ
ul·tra·pas·teu·ri·za·do,adjetivo,uɫ.tɾa.pɐʃ.tew.ɾi.zˈa.du
ul·tra·pe·ri·fé·ri·co,adjetivo,uɫ.tɾɐ.pɨ.ɾi.fˈɛ.ɾi.ku
ul·tra·pres·são,nome feminino,uɫ.tɾa.pɾɨ.sˈɐ̃w
ul·tra·pro·var,verbo,uɫ.tɾa.pɾu.vˈaɾ
ul·tra·quí·mi·co,adjetivo,uɫ.tɾa.kˈi.mi.ku
ul·trar·ra·di·cal,adjetivo,uɫ.tɾɐ.ʀɐ.di.kˈaɫ
ur·di·du·ra,nome feminino,uɾ.di.dˈu.ɾɐ
ur·dir,verbo,uɾ.dˈiɾ
ur·du,nome masculino,uɾ.dˈu
u·rei·a,nome feminino,u.ɾˈɐj.ɐ
u·re·mi·a,nome feminino,u.ɾɨ.mˈi.ɐ
u·ré·ter,nome masculino,u.ɾˈɛ.tɛɾ
u·re·tra,nome feminino,u.ɾˈɛ.tɾɐ
u·re·tri·te,nome feminino,u.ɾɨ.tɾˈi.tɨ
ur·gên·ci·a,nome feminino,uɾ.ʒˈẽ.sjɐ
ur·gen·te,adjetivo,uɾ.ʒˈẽ.tɨ
ur·gen·te·men·te,advérbio,uɾ.ʒẽ.tɨ.mˈẽ.tɨ
ur·gir,verbo,uɾ.ʒˈiɾ
u·ri,nome masculino,u.ɾˈi
ú·ri·co,adjetivo,ˈu.ɾi.ku
u·ri·na,nome feminino,u.ɾˈi.nɐ
u·ri·nar,verbo,u.ɾi.nˈaɾ
u·ri·ná·ri·o,adjetivo,u.ɾi.nˈa.ɾju
u·ri·nol,nome masculino,u.ɾi.nˈɔɫ
ur·na,nome feminino,ˈuɾ.nɐ
u·ro,nome masculino,ˈu.ɾu
u·nhão,nome masculino,u.ɲˈɐ̃w
u·nhar,verbo,u.ɲˈaɾ
u·ni·ão,nome feminino,u.njˈɐ̃w
ú·ni·ca,nome feminino,ˈu.ni.kɐ
u·ni·ca·men·te,advérbio,u.ni.kɐ.mˈẽ.tɨ
u·ni·ce·lu·lar,adjetivo,u.ni.sɨ.lu.lˈaɾ
u·ni·ci·da·de,nome feminino,u.ni.si.dˈa.dɨ
ú·ni·co,adjetivo,ˈu.ni.ku
ú·ni·co,nome masculino,ˈu.ni.ku
u·ni·co·lor,adjetivo,u.ni.ku.lˈoɾ
u·ni·cór·ni·o,nome masculino,u.ni.kˈɔɾ.nju
u·ni·da·de,nome feminino,u.ni.dˈa.dɨ
u·ni·da·men·te,advérbio,u.ni.dɐ.mˈẽ.tɨ
u·ni·di·men·si·o·nal,adjetivo,u.ni.di.mẽ.sju.nˈaɫ
u·ni·di·re·ci·o·nal,adjetivo,u.ni.di.ɾɛ.sju.nˈaɫ
u·ni·do,adjetivo,u.nˈi.du
u·ni·fi·ca·ção,nome feminino,u.ni.fi.kɐ.sˈɐ̃w
u·ni·fi·ca·do,adjetivo,u.ni.fi.kˈa.du
u·ni·fi·ca·dor,adjetivo,u.ni.fi.kɐ.dˈoɾ
u·ni·fi·ca·dor,nome masculino,u.ni.fi.kɐ.dˈoɾ
ul·tra·e·xis·ten·te,adjetivo,uɫ.tɾa.i.ziʃ.tˈẽ.tɨ
ul·tra·fa·bu·lo·so,adjetivo,uɫ.tɾa.fɐ.bu.lˈo.zu
ul·tra·fan·tás·ti·co,adjetivo,uɫ.tɾa.fɐ̃.tˈaʃ.ti.ku
ul·tra·fil·tra·ção,nome feminino,uɫ.tɾa.fiɫ.tɾɐ.sˈɐ̃w
ul·tra·in·fer·nal,adjetivo,uɫ.tɾa.ĩ.fɨɾ.nˈaɫ
ul·tra·ja·do,adjetivo,uɫ.tɾɐ.ʒˈa.du
ul·tra·jan·te,adjetivo,uɫ.tɾɐ.ʒˈɐ̃.tɨ
ul·tra·jan·te·men·te,advérbio,uɫ.tɾɐ.ʒɐ̃.tɨ.mˈẽ.tɨ
ul·tra·jar,verbo,uɫ.tɾɐ.ʒˈaɾ
ul·tra·je,nome masculino,uɫ.tɾˈa.ʒɨ
ul·tra·ju·di·ci·al,adjetivo,uɫ.tɾa.ʒu.di.sjˈaɫ
ul·tra·le·ve,nome masculino,uɫ.tɾɐ.lˈɛ.vɨ
ul·tra·le·ve,adjetivo,uɫ.tɾɐ.lˈɛ.vɨ
ul·tra·li·be·ral,adjetivo,uɫ.tɾɐ.li.bɨ.ɾˈaɫ
ul·tra·li·be·ral,nome masculino,uɫ.tɾɐ.li.bɨ.ɾˈaɫ
ul·tra·li·be·ral,nome feminino,uɫ.tɾɐ.li.bɨ.ɾˈaɫ
ul·tra·li·be·ra·lis·mo,nome masculino,uɫ.tɾɐ.li.bɨ.ɾɐ.lˈiʒ.mu
ul·tra·li·be·ral·men·te,advérbio,uɫ.tɾa.li.bɨ.ɾaɫ.mˈẽ.tɨ ou uɫ.tɾɐ.li.bɨ.ɾaɫ.mˈẽ.tɨ
ul·tra·lí·ri·co,adjetivo,uɫ.tɾa.lˈi.ɾi.ku
ul·tra·lon·go,adjetivo,uɫ.tɾa.lˈõ.gu
u·ti·li·ta·ris·ta,adjetivo,u.ti.li.tɐ.ɾˈiʃ.tɐ
u·ti·li·ta·ris·ta,nome masculino,u.ti.li.tɐ.ɾˈiʃ.tɐ
u·ti·li·ta·ris·ta,nome feminino,u.ti.li.tɐ.ɾˈiʃ.tɐ
u·ti·li·za·ção,nome feminino,u.ti.li.zɐ.sˈɐ̃w
u·ti·li·za·dor,adjetivo,u.ti.li.zɐ.dˈoɾ
u·ti·li·za·dor,nome masculino,u.ti.li.zɐ.dˈoɾ
u·ti·li·za·do·ra,nome feminino,u.ti.li.zɐ.dˈo.ɾɐ
u·ti·li·zar,verbo,u.ti.li.zˈaɾ
u·ti·li·zá·vel,adjetivo,u.ti.li.zˈa.vɛɫ
u·til·men·te,advérbio,u.tiɫ.mˈẽ.tɨ
u·to·pi·a,nome feminino,u.tu.pˈi.ɐ
u·to·pi·ca·men·te,advérbio,u.tɔ.pi.kɐ.mˈẽ.tɨ
u·tó·pi·co,adjetivo,u.tˈɔ.pi.ku
u·to·pis·mo,nome masculino,u.tu.pˈiʒ.mu
u·to·pis·ta,nome masculino,u.tu.pˈiʃ.tɐ
u·to·pis·ta,adjetivo,u.tu.pˈiʃ.tɐ
u·to·pis·ta,nome feminino,u.tu.pˈiʃ.tɐ
u·va,nome feminino,ˈu.vɐ
u·na·ni·mar,verbo,u.nɐ.ni.mˈaɾ
u·nâ·ni·me,adjetivo,u.nˈɐ.ni.mɨ
u·na·ni·me·men·te,advérbio,u.nɐ.ni.mɨ.mˈẽ.tɨ
u·na·ni·mi·da·de,nome feminino,u.nɐ.ni.mi.dˈa.dɨ
u·na·ni·mis·mo,nome masculino,u.nɐ.ni.mˈiʒ.mu
u·na·ni·mis·ta,nome masculino,u.nɐ.ni.mˈiʃ.tɐ ou u.nɐ.ni.mˈiʃ.tɐ
u·na·ni·mis·ta,adjetivo,u.nɐ.ni.mˈiʃ.tɐ
u·nar,verbo,u.nˈaɾ
un·ção,nome feminino,ũ.sˈɐ̃w
un·dé·ci·mo,número,ũ.dˈɛ.si.mu ou ũ.dˈɛ.si.mu
un·gi·da,nome feminino,ũ.ʒˈi.dɐ
un·gi·do,adjetivo,ũ.ʒˈi.du
un·gi·do,nome masculino,ũ.ʒˈi.du
un·gir,verbo,ũ.ʒˈiɾ
un·guen·tar,verbo,ũ.gwẽ.tˈaɾ
un·guen·to,nome masculino,ũ.gwˈẽ.tu
un·gu·la·do,adjetivo,ũ.gu.lˈa.du
un·gu·la·do,nome masculino,ũ.gu.lˈa.du
u·nha,nome feminino,ˈu.ɲɐ
u·nha·da,nome feminino,u.ɲˈa.dɐ
u·ni·fi·ca·do·ra,nome feminino,u.ni.fi.kɐ.dˈo.ɾɐ
u·ni·fi·car,verbo,u.ni.fi.kˈaɾ
u·ni·fi·cá·vel,adjetivo,u.ni.fi.kˈa.vɛɫ
u·ni·for·mar,verbo,u.ni.foɾ.mˈaɾ
u·ni·for·me,nome masculino,u.ni.fˈɔɾ.mɨ
u·ni·for·me,adjetivo,u.ni.fˈɔɾ.mɨ
u·ni·for·me·men·te,advérbio,u.ni.fɔɾ.mɨ.mˈẽ.tɨ
u·ni·for·mi·da·de,nome feminino,u.ni.foɾ.mi.dˈa.dɨ
u·ni·for·mi·za·ção,nome feminino,u.ni.foɾ.mi.zɐ.sˈɐ̃w
u·ni·for·mi·za·do,adjetivo,u.ni.foɾ.mi.zˈa.du
u·ni·for·mi·za·dor,adjetivo,u.ni.foɾ.mi.zɐ.dˈoɾ
u·ni·for·mi·za·dor,nome masculino,u.ni.foɾ.mi.zɐ.dˈoɾ
u·ni·for·mi·za·do·ra,nome feminino,u.ni.foɾ.mi.zɐ.dˈo.ɾɐ
u·ni·for·mi·zar,verbo,u.ni.foɾ.mi.zˈaɾ
u·ni·gé·ni·to,nome masculino,u.ni.ʒˈɛ.ni.tu
u·ni·gé·ni·to,adjetivo,u.ni.ʒˈɛ.ni.tu
u·ni·la·te·ral,adjetivo,u.ni.lɐ.tɨ.ɾˈaɫ
u·ni·la·te·ra·li·da·de,nome feminino,u.ni.lɐ.tɨ.ɾɐ.li.dˈa.dɨ
u·ni·la·te·ra·lis·mo,nome masculino,u.ni.lɐ.tɨ.ɾɐ.lˈiʒ.mu
u·ni·la·te·ral·men·te,advérbio,u.ni.lɐ.tɨ.ɾaɫ.mˈẽ.tɨ
um,adjetivo,ˈũ
um,pronome,ˈũ
um,número,ˈũ
u·ma,artigo,ˈu.mɐ
u·mar,verbo,u.mˈaɾ
um·ban·da,nome feminino,ũ.bˈɐ̃.dɐ
um·be·lí·fe·ra,nome feminino,ũ.bɨ.lˈi.fɨ.ɾɐ
um·be·lí·fe·ro,adjetivo,ũ.bɨ.lˈi.fɨ.ɾu
um·bi·go,nome masculino,ũ.bˈi.gu
um·bi·li·cal,adjetivo,ũ.bi.li.kˈaɫ
um·bral,nome masculino,ũ.bɾˈaɫ
um·bri·a,nome feminino,ũ.bɾˈi.ɐ
um·bro,nome masculino,ˈũ.bɾu
um·bro,adjetivo,ˈũ.bɾu
um·bun·do,nome masculino,ũ.bˈũ.du
um·bun·do,adjetivo,ũ.bˈũ.du
um·bu·zei·ro,nome masculino,ũ.bu.zˈɐj.ɾu
u·me,nome masculino,ˈu.mɨ
ú·me·ro,nome masculino,ˈu.mɨ.ɾu
u·na·men·te,advérbio,u.na.mˈẽ.tɨ
u·ni·ta·ris·ta,adjetivo,u.ni.tɐ.ɾˈiʃ.tɐ
u·ni·ta·ris·ta,nome masculino,u.ni.tɐ.ɾˈiʃ.tɐ
u·ni·ta·ris·ta,nome feminino,u.ni.tɐ.ɾˈiʃ.tɐ
u·ni·ti·vo,adjetivo,u.ni.tˈi.vu
u·ni·ver·sal,nome masculino,u.ni.vɨɾ.sˈaɫ
u·ni·ver·sal,adjetivo,u.ni.vɨɾ.sˈaɫ
u·ni·ver·sa·li·da·de,nome feminino,u.ni.vɨɾ.sɐ.li.dˈa.dɨ
u·ni·ver·sa·lis·mo,nome masculino,u.ni.vɨɾ.sɐ.lˈiʒ.mu
u·ni·ver·sa·lis·ta,adjetivo,u.ni.vɨɾ.sɐ.lˈiʃ.tɐ
u·ni·ver·sa·lis·ta,nome masculino,u.ni.vɨɾ.sɐ.lˈiʃ.tɐ
u·ni·ver·sa·lis·ta,nome feminino,u.ni.vɨɾ.sɐ.lˈiʃ.tɐ
u·ni·ver·sa·li·za·ção,nome feminino,u.ni.vɨɾ.sɐ.li.zɐ.sˈɐ̃w
u·ni·ver·sa·li·zar,verbo,u.ni.vɨɾ.sɐ.li.zˈaɾ
u·ni·ver·sa·li·zá·vel,adjetivo,u.ni.vɨɾ.sɐ.li.zˈa.vɛɫ
u·ni·ver·sal·men·te,advérbio,u.ni.vɨɾ.saɫ.mˈẽ.tɨ
u·ni·ver·si·da·de,nome feminino,u.ni.vɨɾ.si.dˈa.dɨ
u·ni·ver·si·tá·ri·a,nome feminino,u.ni.vɨɾ.si.tˈa.ɾjɐ
u·ni·ver·si·ta·ri·a·men·te,advérbio,u.ni.vɨɾ.si.tɐ.ɾja.mˈẽ.tɨ
u·ni·ver·si·tá·ri·o,nome masculino,u.ni.vɨɾ.si.tˈa.ɾju
u·ni·ver·si·tá·ri·o,adjetivo,u.ni.vɨɾ.si.tˈa.ɾju
u·ru·guai·o,adjetivo,u.ɾu.gwˈaj.u
u·ru·guai·o,nome masculino,u.ɾu.gwˈaj.u
ur·zal,nome masculino,uɾ.zˈaɫ
ur·ze,nome feminino,ˈuɾ.zɨ
ur·ze·la,nome feminino,uɾ.zˈɛ.lɐ
ur·ze·li·na,nome feminino,uɾ.zɨ.lˈi.nɐ
u·sa·do,adjetivo,u.zˈa.du
u·san·ça,nome feminino,u.zˈɐ̃.sɐ
u·sar,verbo,u.zˈaɾ
